#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2017-02-03 00:00:00+00:00 2017-02-12 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
CMI,2017-02-06 20:30,M,M,M,150.00,11.00,M,29.81,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062030Z AUTO 15011KT 1/4SM FG VV002 A2981 RMK MADISHF
CMI,2017-02-06 20:35,M,M,M,160.00,11.00,M,29.81,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062035Z AUTO 16011KT 1/4SM FG VV002 A2981 RMK MADISHF
CMI,2017-02-06 20:40,M,M,M,160.00,11.00,M,29.81,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062040Z AUTO 16011KT 1/4SM FG VV002 A2981 RMK MADISHF
CMI,2017-02-06 20:45,M,M,M,160.00,11.00,M,29.81,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062045Z AUTO 16011KT 1/4SM FG VV002 A2981 RMK MADISHF
CMI,2017-02-06 20:50,M,M,M,160.00,10.00,M,29.81,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062050Z AUTO 16010KT 1/4SM FG VV002 A2981 RMK MADISHF
CMI,2017-02-06 20:53,43.00,42.10,96.60,160.00,9.00,0.00,29.81,1010.00,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062053Z AUTO 16009KT 1/4SM R32R/2200FT FG VV002 06/06 A2981 RMK AO2 TWR VIS 1/4 SLP100 60000 T00610056 56032
CMI,2017-02-06 20:55,M,M,M,160.00,10.00,M,29.81,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062055Z AUTO 16010KT 1/4SM FG VV002 A2981 RMK MADISHF
CMI,2017-02-06 21:00,M,M,M,160.00,10.00,M,29.80,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062100Z AUTO 16010KT 1/4SM FG VV002 A2980 RMK MADISHF
CMI,2017-02-06 21:05,M,M,M,160.00,10.00,M,29.80,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062105Z AUTO 16010KT 1/4SM FG VV002 A2980 RMK MADISHF
CMI,2017-02-06 21:10,M,M,M,160.00,10.00,M,29.80,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062110Z AUTO 16010KT 1/4SM FG VV002 A2980 RMK MADISHF
CMI,2017-02-06 21:15,M,M,M,160.00,10.00,M,29.80,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062115Z AUTO 16010KT 1/4SM FG VV002 A2980 RMK MADISHF
CMI,2017-02-06 21:19,44.10,43.00,95.88,160.00,10.00,0.00,29.80,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062119Z 16010KT 1/4SM R32R/2200V2400FT FG VV002 07/06 A2980 RMK AO2 TWR VIS 1/4 T00670061
CMI,2017-02-06 21:20,M,M,M,160.00,10.00,M,29.80,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062120Z AUTO 16010KT 1/4SM FG VV002 A2980 RMK MADISHF
CMI,2017-02-06 21:25,M,M,M,160.00,10.00,M,29.80,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062125Z AUTO 16010KT 1/4SM FG VV002 A2980 RMK MADISHF
CMI,2017-02-06 21:30,44.10,43.00,95.88,160.00,9.00,0.00,29.80,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062130Z 16009KT 1/4SM R32R/2000V2200FT FG VV002 07/06 A2980 RMK AO2 TWR VIS 1/4 T00670061
CMI,2017-02-06 21:35,M,M,M,150.00,9.00,M,29.79,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062135Z AUTO 15009KT 1/4SM FG VV002 A2979 RMK MADISHF
CMI,2017-02-06 21:40,M,M,M,150.00,9.00,M,29.79,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062140Z AUTO 15009KT 1/4SM FG VV002 A2979 RMK MADISHF
CMI,2017-02-06 21:45,M,M,M,160.00,9.00,M,29.79,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062145Z AUTO 16009KT 1/4SM FG VV002 A2979 RMK MADISHF
CMI,2017-02-06 21:50,M,M,M,160.00,9.00,M,29.79,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062150Z AUTO 16009KT 1/4SM FG VV002 A2979 RMK MADISHF
CMI,2017-02-06 21:53,44.10,43.00,95.88,150.00,8.00,0.00,29.79,1009.40,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062153Z 15008KT 1/4SM R32R/1800V2000FT FG VV002 07/06 A2979 RMK AO2 TWR VIS 1/4 SLP094 T00670061
CMI,2017-02-06 21:55,M,M,M,140.00,7.00,M,29.79,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062155Z AUTO 14007KT 1/4SM FG VV002 A2979 RMK MADISHF
CMI,2017-02-06 22:00,M,M,M,150.00,10.00,M,29.79,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062200Z AUTO 15010KT 1/4SM FG VV002 A2979 RMK MADISHF
CMI,2017-02-06 22:05,M,M,M,150.00,9.00,M,29.79,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062205Z AUTO 15009KT 1/4SM FG VV002 A2979 RMK MADISHF
CMI,2017-02-06 22:10,M,M,M,150.00,8.00,M,29.79,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062210Z AUTO 15008KT 1/4SM FG VV002 A2979 RMK MADISHF
CMI,2017-02-06 22:15,M,M,M,150.00,8.00,M,29.79,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062215Z AUTO 15008KT 1/4SM FG VV002 A2979 RMK MADISHF
CMI,2017-02-06 22:20,M,M,M,150.00,9.00,M,29.79,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062220Z AUTO 15009KT 1/4SM FG VV002 A2979 RMK MADISHF
CMI,2017-02-06 22:25,M,M,M,150.00,10.00,M,29.79,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062225Z AUTO 15010KT 1/4SM FG VV002 A2979 RMK MADISHF
CMI,2017-02-06 22:30,M,M,M,160.00,10.00,M,29.78,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062230Z AUTO 16010KT 1/4SM FG VV002 A2978 RMK MADISHF
CMI,2017-02-06 22:35,M,M,M,150.00,10.00,M,29.78,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062235Z AUTO 15010KT 1/4SM FG VV002 A2978 RMK MADISHF
CMI,2017-02-06 22:40,M,M,M,150.00,10.00,M,29.78,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062240Z AUTO 15010KT 1/4SM FG VV002 A2978 RMK MADISHF
CMI,2017-02-06 22:45,M,M,M,150.00,10.00,M,29.78,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062245Z AUTO 15010KT 1/4SM FG VV002 A2978 RMK MADISHF
CMI,2017-02-06 22:50,M,M,M,150.00,11.00,M,29.77,M,0.13,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062250Z AUTO 15011KT 1/4SM FG VV002 A2977 RMK MADISHF
CMI,2017-02-06 22:53,44.10,43.00,95.88,150.00,11.00,0.00,29.77,1008.80,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062253Z 15011KT M1/4SM R32R/1400FT FG VV002 07/06 A2977 RMK AO2 TWR VIS 1/4 SLP088 T00670061
CMI,2017-02-06 22:55,M,M,M,150.00,11.00,M,29.77,M,0.13,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062255Z AUTO 15011KT 1/4SM FG VV002 A2977 RMK MADISHF
CMI,2017-02-06 23:00,M,M,M,150.00,11.00,M,29.77,M,0.13,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062300Z AUTO 15011KT 1/4SM FG VV002 A2977 RMK MADISHF
CMI,2017-02-06 23:05,M,M,M,150.00,12.00,M,29.77,M,0.13,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062305Z AUTO 15012KT 1/4SM FG VV002 A2977 RMK MADISHF
CMI,2017-02-06 23:10,M,M,M,150.00,10.00,M,29.77,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062310Z AUTO 15010KT 1/4SM FG VV002 A2977 RMK MADISHF
CMI,2017-02-06 23:15,M,M,M,150.00,11.00,M,29.77,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062315Z AUTO 15011KT 1/4SM FG VV002 A2977 RMK MADISHF
CMI,2017-02-06 23:20,M,M,M,140.00,12.00,M,29.76,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062320Z AUTO 14012KT 1/4SM FG VV002 A2976 RMK MADISHF
CMI,2017-02-06 23:25,M,M,M,140.00,12.00,M,29.76,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062325Z AUTO 14012KT 1/4SM FG VV002 A2976 RMK MADISHF
CMI,2017-02-06 23:30,M,M,M,150.00,10.00,M,29.77,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062330Z AUTO 15010KT 1/4SM FG VV002 A2977 RMK MADISHF
CMI,2017-02-06 23:35,M,M,M,150.00,11.00,M,29.77,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062335Z AUTO 15011KT 1/4SM FG VV002 A2977 RMK MADISHF
CMI,2017-02-06 23:40,M,M,M,150.00,10.00,M,29.77,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062340Z AUTO 15010KT 1/4SM FG VV002 A2977 RMK MADISHF
CMI,2017-02-06 23:45,M,M,M,150.00,10.00,M,29.77,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062345Z AUTO 15010KT 1/4SM FG VV002 A2977 RMK MADISHF
CMI,2017-02-06 23:50,M,M,M,150.00,10.00,M,29.76,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062350Z AUTO 15010KT 1/4SM FG VV002 A2976 RMK MADISHF
CMI,2017-02-06 23:53,44.10,43.00,95.88,150.00,11.00,0.00,29.76,1008.40,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062353Z 15011KT 1/4SM R32R/1600V1800FT FG VV002 07/06 A2976 RMK AO2 SLP084 60000 T00670061 10067 20056 56015
CMI,2017-02-06 23:55,M,M,M,150.00,11.00,M,29.76,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 062355Z AUTO 15011KT 1/4SM FG VV002 A2976 RMK MADISHF
CMI,2017-02-07 00:00,M,M,M,150.00,11.00,M,29.76,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070000Z AUTO 15011KT 1/4SM FG VV002 A2976 RMK MADISHF
CMI,2017-02-07 00:05,M,M,M,150.00,11.00,M,29.76,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070005Z AUTO 15011KT 1/4SM FG VV002 A2976 RMK MADISHF
CMI,2017-02-07 00:10,M,M,M,150.00,11.00,M,29.76,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070010Z AUTO 15011KT 1/4SM FG VV002 A2976 RMK MADISHF
CMI,2017-02-07 00:15,M,M,M,150.00,12.00,M,29.76,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070015Z AUTO 15012KT 1/4SM FG VV002 A2976 RMK MADISHF
CMI,2017-02-07 00:20,M,M,M,150.00,12.00,M,29.76,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070020Z AUTO 15012KT 1/4SM FG VV002 A2976 RMK MADISHF
CMI,2017-02-07 00:25,M,M,M,150.00,12.00,M,29.76,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070025Z AUTO 15012KT 1/4SM FG VV002 A2976 RMK MADISHF
CMI,2017-02-07 00:30,M,M,M,150.00,13.00,M,29.75,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070030Z AUTO 15013KT 1/4SM FG VV002 A2975 RMK MADISHF
CMI,2017-02-07 00:35,M,M,M,160.00,12.00,M,29.76,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070035Z AUTO 16012KT 1/4SM FG VV002 A2976 RMK MADISHF
CMI,2017-02-07 00:40,M,M,M,150.00,11.00,M,29.75,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070040Z AUTO 15011KT 1/4SM FG VV002 A2975 RMK MADISHF
CMI,2017-02-07 00:45,M,M,M,150.00,11.00,M,29.75,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070045Z AUTO 15011KT 1/4SM FG VV002 A2975 RMK MADISHF
CMI,2017-02-07 00:50,M,M,M,140.00,11.00,M,29.75,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070050Z AUTO 14011KT 1/4SM FG VV002 A2975 RMK MADISHF
CMI,2017-02-07 00:53,45.00,44.10,96.63,140.00,10.00,0.00,29.74,1007.70,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070053Z 14010KT 1/4SM R32R/1600V1800FT FG VV002 07/07 A2974 RMK AO2 SLP077 T00720067
CMI,2017-02-07 00:55,M,M,M,140.00,11.00,M,29.74,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070055Z AUTO 14011KT 1/4SM FG VV002 A2974 RMK MADISHF
CMI,2017-02-07 01:00,M,M,M,140.00,11.00,M,29.74,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070100Z AUTO 14011KT 1/4SM FG VV002 A2974 RMK MADISHF
CMI,2017-02-07 01:05,M,M,M,140.00,10.00,M,29.74,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070105Z AUTO 14010KT 1/4SM FG VV002 A2974 RMK MADISHF
CMI,2017-02-07 01:10,M,M,M,150.00,7.00,M,29.74,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070110Z AUTO 15007KT 1/4SM FG VV002 A2974 RMK MADISHF
CMI,2017-02-07 01:15,M,M,M,140.00,6.00,M,29.73,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070115Z AUTO 14006KT 1/4SM FG VV002 A2973 RMK MADISHF
CMI,2017-02-07 01:20,M,M,M,130.00,8.00,M,29.73,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070120Z AUTO 13008KT 1/4SM FG VV002 A2973 RMK MADISHF
CMI,2017-02-07 01:25,M,M,M,150.00,8.00,M,29.73,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070125Z AUTO 15008KT 1/4SM FG VV002 A2973 RMK MADISHF
CMI,2017-02-07 01:30,M,M,M,140.00,9.00,M,29.73,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070130Z AUTO 14009KT 1/4SM FG VV002 A2973 RMK MADISHF
CMI,2017-02-07 01:35,M,M,M,150.00,9.00,M,29.73,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070135Z AUTO 15009KT 1/4SM FG VV002 A2973 RMK MADISHF
CMI,2017-02-07 01:40,M,M,M,160.00,9.00,M,29.73,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070140Z AUTO 16009KT 1/4SM FG VV002 A2973 RMK MADISHF
CMI,2017-02-07 01:45,M,M,M,160.00,10.00,M,29.73,M,0.25,M,VV ,M,M,M,200.00,M,M,M,-RA FG,KCMI 070145Z AUTO 16010KT 1/4SM -RA FG VV002 A2973 RMK MADISHF
CMI,2017-02-07 01:50,M,M,M,160.00,11.00,M,29.72,M,0.25,M,VV ,M,M,M,200.00,M,M,M,-RA FG,KCMI 070150Z AUTO 16011KT 1/4SM -RA FG VV002 A2972 RMK MADISHF
CMI,2017-02-07 01:53,46.00,45.00,96.28,160.00,11.00,0.00,29.72,1007.00,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070153Z 16011KT 1/4SM R32R/1800V2000FT FG VV002 08/07 A2972 RMK AO2 RAB44E53 SLP070 P0000 T00780072
CMI,2017-02-07 01:55,M,M,M,160.00,11.00,M,29.72,M,0.25,M,VV ,M,M,M,200.00,M,M,M,-RA FG,KCMI 070155Z AUTO 16011KT 1/4SM -RA FG VV002 A2972 RMK MADISHF
CMI,2017-02-07 02:00,M,M,M,160.00,11.00,M,29.72,M,0.25,M,VV ,M,M,M,200.00,M,M,M,-RA FG,KCMI 070200Z AUTO 16011KT 1/4SM -RA FG VV002 A2972 RMK MADISHF
CMI,2017-02-07 02:05,M,M,M,160.00,12.00,M,29.71,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070205Z AUTO 16012KT 1/4SM FG VV002 A2971 RMK MADISHF
CMI,2017-02-07 02:10,M,M,M,160.00,10.00,M,29.71,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070210Z AUTO 16010KT 1/4SM FG VV002 A2971 RMK MADISHF
CMI,2017-02-07 02:15,M,M,M,160.00,10.00,M,29.71,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070215Z AUTO 16010KT 1/4SM FG VV002 A2971 RMK MADISHF
CMI,2017-02-07 02:20,M,M,M,160.00,9.00,M,29.71,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070220Z AUTO 16009KT 1/4SM FG VV002 A2971 RMK MADISHF
CMI,2017-02-07 02:25,M,M,M,160.00,9.00,M,29.71,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070225Z AUTO 16009KT 1/4SM FG VV002 A2971 RMK MADISHF
CMI,2017-02-07 02:30,M,M,M,160.00,10.00,M,29.70,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070230Z AUTO 16010KT 1/4SM FG VV002 A2970 RMK MADISHF
CMI,2017-02-07 02:35,M,M,M,160.00,10.00,M,29.70,M,0.24,M,VV ,M,M,M,100.00,M,M,M,FG,KCMI 070235Z AUTO 16010KT 1/4SM FG VV001 A2970 RMK MADISHF
CMI,2017-02-07 02:37,46.90,46.00,96.66,160.00,10.00,0.00,29.70,M,0.25,M,VV ,M,M,M,100.00,M,M,M,FG,KCMI 070237Z 16010KT 1/4SM R32R/1400V1600FT FG VV001 08/08 A2970 RMK AO2 TWR VIS 1/4 RAB0155E05 P0000 T00830078
CMI,2017-02-07 02:40,M,M,M,160.00,10.00,M,29.70,M,0.24,M,VV ,M,M,M,100.00,M,M,M,FG,KCMI 070240Z AUTO 16010KT 1/4SM FG VV001 A2970 RMK MADISHF
CMI,2017-02-07 02:45,M,M,M,160.00,9.00,M,29.70,M,0.24,M,VV ,M,M,M,100.00,M,M,M,FG,KCMI 070245Z AUTO 16009KT 1/4SM FG VV001 A2970 RMK MADISHF
CMI,2017-02-07 02:50,M,M,M,170.00,9.00,M,29.70,M,0.24,M,VV ,M,M,M,100.00,M,M,M,FG,KCMI 070250Z AUTO 17009KT 1/4SM FG VV001 A2970 RMK MADISHF
CMI,2017-02-07 02:53,46.90,46.00,96.66,170.00,8.00,0.00,29.70,1006.10,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070253Z 17008KT 1/4SM R32R/1600V1800FT FG VV002 08/08 A2970 RMK AO2 TWR VIS 1/4 RAB0155E05 SLP061 P0000 60000 T00830078 57021
CMI,2017-02-07 02:55,M,M,M,170.00,8.00,M,29.70,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070255Z AUTO 17008KT 1/4SM FG VV002 A2970 RMK MADISHF
CMI,2017-02-07 03:00,M,M,M,170.00,9.00,M,29.70,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070300Z AUTO 17009KT 1/4SM FG VV002 A2970 RMK MADISHF
CMI,2017-02-07 03:05,M,M,M,180.00,10.00,M,29.70,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070305Z AUTO 18010KT 1/4SM FG VV002 A2970 RMK MADISHF
CMI,2017-02-07 03:10,M,M,M,170.00,8.00,M,29.70,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070310Z AUTO 17008KT 1/4SM FG VV002 A2970 RMK MADISHF
CMI,2017-02-07 03:15,M,M,M,170.00,10.00,M,29.69,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070315Z AUTO 17010KT 1/4SM FG VV002 A2969 RMK MADISHF
CMI,2017-02-07 03:20,M,M,M,170.00,10.00,M,29.69,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070320Z AUTO 17010KT 1/4SM FG VV002 A2969 RMK MADISHF
CMI,2017-02-07 03:25,M,M,M,180.00,11.00,M,29.69,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070325Z AUTO 18011KT 1/4SM FG VV002 A2969 RMK MADISHF
CMI,2017-02-07 03:30,M,M,M,170.00,12.00,M,29.69,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070330Z AUTO 17012KT 1/4SM FG VV002 A2969 RMK MADISHF
CMI,2017-02-07 03:35,M,M,M,170.00,12.00,M,29.69,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070335Z AUTO 17012KT 1/4SM FG VV002 A2969 RMK MADISHF
CMI,2017-02-07 03:40,M,M,M,170.00,12.00,M,29.68,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070340Z AUTO 17012KT 1/4SM FG VV002 A2968 RMK MADISHF
CMI,2017-02-07 03:45,M,M,M,170.00,11.00,M,29.68,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070345Z AUTO 17011KT 1/4SM FG VV002 A2968 RMK MADISHF
CMI,2017-02-07 03:50,M,M,M,170.00,12.00,M,29.68,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070350Z AUTO 17012KT 1/4SM FG VV002 A2968 RMK MADISHF
CMI,2017-02-07 03:53,48.90,48.00,96.69,170.00,12.00,0.00,29.68,1005.20,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070353Z 17012KT 1/4SM R32R/2000FT FG VV002 09/09 A2968 RMK AO2 SLP052 T00940089
CMI,2017-02-07 03:55,M,M,M,170.00,11.00,M,29.68,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070355Z AUTO 17011KT 1/4SM FG VV002 A2968 RMK MADISHF
CMI,2017-02-07 04:00,M,M,M,170.00,12.00,M,29.67,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070400Z AUTO 17012KT 1/4SM FG VV002 A2967 RMK MADISHF
CMI,2017-02-07 04:05,M,M,M,170.00,13.00,M,29.67,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070405Z AUTO 17013KT 1/4SM FG VV002 A2967 RMK MADISHF
CMI,2017-02-07 04:10,M,M,M,160.00,12.00,M,29.66,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070410Z AUTO 16012KT 1/4SM FG VV002 A2966 RMK MADISHF
CMI,2017-02-07 04:15,M,M,M,170.00,10.00,M,29.66,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070415Z AUTO 17010KT 1/4SM FG VV002 A2966 RMK MADISHF
CMI,2017-02-07 04:20,M,M,M,170.00,10.00,M,29.66,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070420Z AUTO 17010KT 1/4SM FG VV002 A2966 RMK MADISHF
CMI,2017-02-07 04:25,M,M,M,160.00,10.00,M,29.66,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070425Z AUTO 16010KT 1/4SM FG VV002 A2966 RMK MADISHF
CMI,2017-02-07 04:30,M,M,M,160.00,9.00,M,29.66,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070430Z AUTO 16009KT 1/4SM FG VV002 A2966 RMK MADISHF
CMI,2017-02-07 04:35,M,M,M,160.00,10.00,M,29.66,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070435Z AUTO 16010KT 1/4SM FG VV002 A2966 RMK MADISHF
CMI,2017-02-07 04:40,48.00,46.90,95.95,160.00,10.00,0.00,29.66,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070440Z 16010KT 1/4SM R32R/2000V2600FT FG VV002 09/08 A2966 RMK AO2 T00890083
CMI,2017-02-07 04:45,M,M,M,160.00,11.00,M,29.66,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070445Z AUTO 16011KT 1/4SM FG VV002 A2966 RMK MADISHF
CMI,2017-02-07 04:50,M,M,M,160.00,10.00,M,29.65,M,0.50,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070450Z AUTO 16010KT 1/2SM FG VV002 A2965 RMK MADISHF
CMI,2017-02-07 04:53,48.90,48.00,96.69,160.00,10.00,0.00,29.65,1004.30,0.50,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070453Z 16010KT 1/2SM R32R/2600V3500FT FG VV002 09/09 A2965 RMK AO2 SLP043 T00940089
CMI,2017-02-07 04:55,M,M,M,160.00,10.00,M,29.65,M,0.50,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070455Z AUTO 16010KT 1/2SM FG VV002 A2965 RMK MADISHF
CMI,2017-02-07 05:00,M,M,M,160.00,9.00,M,29.65,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070500Z AUTO 16009KT 1/4SM FG VV002 A2965 RMK MADISHF
CMI,2017-02-07 05:03,48.90,48.00,96.69,160.00,10.00,0.00,29.65,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070503Z AUTO 16010KT 1/4SM R32R/1800V2400FT FG VV002 09/09 A2965 RMK AO2 T00940089
CMI,2017-02-07 05:05,M,M,M,160.00,10.00,M,29.65,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070505Z AUTO 16010KT 1/4SM FG VV002 A2965 RMK MADISHF
CMI,2017-02-07 05:10,M,M,M,160.00,10.00,M,29.64,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070510Z AUTO 16010KT 1/4SM FG VV002 A2964 RMK MADISHF
CMI,2017-02-07 05:11,48.90,48.00,96.69,150.00,9.00,0.00,29.64,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070511Z AUTO 15009KT 1/4SM R32R/1600V1800FT FG VV002 09/09 A2964 RMK AO2 T00940089
CMI,2017-02-07 05:15,M,M,M,150.00,8.00,M,29.64,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070515Z AUTO 15008KT 1/4SM FG VV002 A2964 RMK MADISHF
CMI,2017-02-07 05:20,M,M,M,150.00,10.00,M,29.64,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCMI 070520Z AUTO 15010KT 1/4SM FG VV002 A2964 RMK  LTG DSNT SW! MADISHF
